Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn Label
38,1,33.989524,-118.089299,63288,10,21,18.0,0,19.8,350.1,0.0,0,378.0,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,2,33.933565,-118.062611,16271,4,40,29.14,48,71.35,2847.2,0.0,0,1165.6,4,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0
49,2,33.801869,-117.995068,29694,8,22,45.35,0,20.75,452.35,0.0,0,997.7,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,0,33.867593,-118.080637,16398,0,39,0.0,26,40.6,1494.5,0.0,0,0.0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
35,0,33.391181,-118.421305,3699,3,2,5.42,0,20.35,41.85,0.0,0,10.84,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,2,33.887676,-118.127289,72893,3,57,12.26,0,19.75,1272.05,0.0,0,698.8199999999999,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,3,33.798266,-118.300237,24660,10,8,1.56,57,54.4,475.1,0.0,0,12.48,4,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30,1,33.841027,-118.078097,20890,3,7,5.84,0,20.45,150.75,0.0,0,40.88,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0,33.830431,-118.074071,14852,0,49,17.77,13,66.15,3199.0,0.0,0,870.73,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
47,0,33.794209,-118.317354,21065,0,65,38.33,7,89.85,5844.65,0.0,0,2491.45,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
48,0,33.79499,-118.065591,21343,0,55,33.6,5,45.05,2462.6,0.0,0,1848.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28,3,33.897122,-118.164432,55306,10,71,10.11,59,86.85,6263.8,0.0,0,717.81,4,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
62,0,33.736387,-118.284363,58639,0,35,39.87,23,96.75,3403.4,0.0,130,1395.4499999999998,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
29,0,33.728273,-118.085304,174,0,17,38.78,59,106.65,1672.1,0.0,0,659.26,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
20,0,33.782068,-118.262263,53323,5,72,23.7,85,110.15,7881.2,0.0,0,1706.4,3,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
30,1,33.822295,-118.26411,55486,4,28,16.13,69,82.85,2320.8,0.0,0,451.64,3,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0
59,0,33.859171,-118.252272,25566,4,18,25.54,0,20.1,370.5,0.0,0,459.72,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,33.760458,-118.129725,31352,0,52,9.37,59,59.45,3043.7,0.0,0,487.24,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
53,0,33.783047,-118.1486,43467,8,47,3.2,18,58.6,2723.4,0.0,0,150.4,4,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
44,0,33.864622,-118.179626,91664,0,23,42.26,2,49.7,1081.25,0.0,150,971.98,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59,2,33.802664,-118.179971,49647,10,66,26.91,30,65.85,4097.05,0.0,0,1776.06,3,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
22,0,33.830099,-118.182239,31556,0,8,17.3,41,73.5,632.2,0.0,0,138.4,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23,2,33.781086,-118.199049,63136,2,71,4.32,41,113.65,8166.8,0.0,0,306.72,4,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
23,0,33.797638,-118.11662,38902,3,46,46.71,41,65.65,3047.15,0.0,0,2148.66,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
25,0,34.196837,-118.142236,36243,0,66,0.0,73,61.35,4193.4,0.0,130,0.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
60,0,34.137319,-118.029837,30028,8,42,20.58,13,85.9,3729.75,0.0,0,864.3599999999999,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
62,0,34.128284,-118.047732,30933,0,5,29.75,6,75.65,399.45,0.0,0,148.75,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
25,0,34.234912,-118.153729,20200,0,29,28.83,47,70.9,1964.6,0.0,0,836.0699999999999,4,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0
37,5,34.1528,-118.000482,41067,5,27,19.32,30,49.85,1336.15,0.0,0,521.64,3,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
25,3,34.168686,-118.057505,10558,1,25,4.57,0,20.1,486.05,0.0,0,114.25,3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,34.282704,-118.312929,18752,4,57,31.79,13,103.05,5925.75,0.0,0,1812.03,4,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
47,0,34.167465,-118.165327,27891,0,13,34.18,19,81.9,1028.9,0.0,0,444.34,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
42,3,34.139402,-118.128658,23742,0,71,37.03,26,66.2,4692.55,0.0,0,2629.13,3,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
57,0,34.17051,-118.289463,23981,0,1,37.62,0,19.75,19.75,0.0,0,37.62,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,34.13658,-118.245839,41390,3,50,22.3,0,24.95,1261.45,0.0,0,1115.0,5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,0,34.162515,-118.203869,31297,0,1,16.64,2,89.25,89.25,0.0,0,16.64,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
32,0,34.182378,-118.262922,9864,0,5,21.01,0,19.25,86.05,0.0,0,105.05,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,0,34.195386,-118.238508,16910,0,66,16.39,26,104.55,6779.05,0.0,0,1081.74,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0
32,2,34.239636,-118.245259,29110,4,49,33.07,23,87.2,4345.0,0.0,0,1620.43,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
32,3,34.130861,-118.68346,23661,3,66,42.84,0,25.7,1714.55,0.0,0,2827.44,4,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
31,2,34.19829,-118.602203,23519,0,11,5.84,10,86.2,893.2,0.0,30,64.24,5,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,0,34.224377,-118.632656,49242,0,28,0.0,48,30.1,810.85,0.0,0,0.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
31,0,34.209532,-118.577563,43857,9,65,30.44,20,99.35,6347.55,0.0,0,1978.6,4,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0
45,0,34.199787,-118.68493,23637,0,62,24.03,0,19.2,1123.65,0.0,0,1489.86,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
38,0,34.294142,-118.603883,35325,9,2,32.86,0,20.1,43.15,0.0,0,65.72,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,34.150354,-118.518292,27614,0,2,2.46,0,20.35,35.1,0.0,0,4.92,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,3,34.172071,-118.946262,37779,1,55,1.44,0,25.65,1388.0,0.0,0,79.2,5,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
64,0,34.236683,-118.517588,32307,0,30,2.67,27,94.4,2638.1,0.0,0,80.1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
58,0,34.281911,-118.556218,28067,0,17,36.47,15,56.1,946.95,0.0,0,619.99,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
32,1,34.255442,-118.421314,97318,10,16,20.12,30,68.25,1114.85,0.0,0,321.92,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
25,0,34.200175,-118.540958,68018,0,72,29.29,0,24.75,1777.6,0.0,0,2108.88,5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,0,34.286131,-118.435969,33389,0,9,34.75,3,76.25,684.85,0.0,0,312.75,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,0,34.321621,-118.399841,81986,0,1,24.41,4,74.35,74.35,0.0,0,24.41,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64,1,34.238802,-118.482296,57017,0,23,8.4,27,54.15,1312.45,0.0,40,193.2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28,3,34.291273,-118.505104,48867,0,8,1.95,0,19.45,159.2,0.0,0,15.6,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,34.266389,-118.459744,17112,3,19,0.0,52,34.95,610.2,0.0,0,0.0,3,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
46,0,34.502432,-118.41459,40077,0,7,40.42,17,53.65,404.35,0.0,0,282.94,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24,0,34.231053,-118.338307,46639,0,61,45.69,48,104.0,6363.45,0.0,0,2787.09,3,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
32,0,34.457005,-118.573726,17846,1,57,48.0,24,70.35,4124.65,0.0,0,2736.0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0
31,3,34.157137,-118.548511,27424,0,15,43.69,29,64.85,950.75,0.0,0,655.3499999999999,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
42,0,34.214054,-118.88109,42526,0,1,23.67,0,19.65,19.65,0.0,0,23.67,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0,34.130992,-118.894673,18735,0,12,30.79,4,45.9,505.95,0.0,0,369.48,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,34.191842,-118.822796,33057,0,54,27.3,0,20.0,1149.65,0.0,0,1474.2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,2,34.153733,-118.593408,25988,1,4,25.9,19,44.8,169.65,0.0,0,103.6,5,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,0,34.19225,-118.776874,14814,1,20,27.96,0,20.35,393.15,0.0,0,559.2,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51,2,34.364153,-118.615583,9937,0,26,0.0,19,45.8,1147.0,0.0,0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
36,0,34.178483,-118.431791,40376,1,53,18.0,20,108.95,5718.2,0.0,0,954.0,4,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
38,0,34.147149,-118.463365,22085,0,68,0.0,28,64.35,4539.6,0.0,130,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0
64,2,34.202494,-118.448048,51348,1,72,20.63,26,90.8,6397.6,0.0,0,1485.36,4,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
61,0,34.195685,-118.490752,50047,0,12,25.57,0,24.95,280.4,0.0,0,306.84000000000003,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,0,34.146957,-118.432138,29387,1,68,7.87,4,84.7,5711.05,0.0,0,535.16,3,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
25,2,34.152875,-118.486056,13129,0,50,37.52,71,70.8,3478.15,0.0,0,1876.0,4,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0
62,0,34.174215,-118.345928,29245,0,1,34.02,24,54.3,54.3,0.0,10,34.02,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2,34.1692,-118.372498,36625,1,23,27.97,51,91.1,2198.3,0.0,0,643.31,4,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
49,2,34.15136,-118.364786,16996,0,60,16.59,0,19.95,1189.9,0.0,0,995.4,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21,0,34.139082,-118.39275,26157,1,72,22.22,0,26.45,1914.5,0.0,0,1599.84,4,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,34.187599,-118.387125,45358,0,72,15.03,22,75.1,5336.35,0.0,0,1082.16,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
54,0,34.132275,-117.611478,39064,7,72,12.85,24,110.15,7998.8,0.0,70,925.2,4,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
19,0,34.098275,-117.967399,76890,0,51,43.79,82,111.5,5703.25,0.0,0,2233.29,4,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
47,1,33.942895,-117.725644,66754,2,70,5.93,19,106.5,7397.0,0.0,0,415.1,5,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
28,0,33.990646,-117.663025,75319,0,9,4.02,0,19.9,164.6,0.0,0,36.17999999999999,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40,3,34.127621,-117.717863,34716,1,59,46.1,57,111.1,6555.2,0.0,0,2719.9,4,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
44,1,34.097345,-117.906736,33817,0,3,25.04,17,70.7,225.65,0.0,0,75.12,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
52,0,34.08111,-117.853935,25068,0,37,11.73,30,91.2,3382.3,0.0,0,434.01,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
35,0,34.10097,-117.57882,51970,0,37,38.43,30,65.6,2313.8,0.0,0,1421.91,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
29,2,34.074492,-118.01462,62660,4,14,42.64,69,59.45,780.85,0.0,0,596.96,3,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
58,0,34.04622,-118.053753,45645,9,72,40.78,22,109.95,7852.4,0.0,0,2936.16,4,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
25,3,34.119363,-117.855059,25135,8,72,0.0,82,38.5,2763.0,0.0,0,0.0,4,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
51,0,33.976753,-117.897367,46342,0,10,17.01,0,24.5,270.15,0.0,0,170.10000000000002,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,2,34.144703,-117.770299,35530,5,10,46.23,0,19.7,197.54,0.0,0,462.3,5,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
55,0,33.999992,-117.535395,18980,0,1,1.48,0,20.6,20.6,0.0,0,1.48,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0,34.050322,-118.147037,33280,0,29,14.46,25,58.0,1734.5,0.0,0,419.34,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
37,0,34.231318,-117.662032,47,0,8,8.73,28,65.5,573.15,0.0,0,69.84,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
48,0,34.035602,-117.591528,56280,2,61,11.53,0,25.45,1538.6,0.0,0,703.3299999999999,4,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,1,34.072121,-117.698319,34447,5,72,17.49,12,104.45,7459.0,0.0,130,1259.28,5,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
50,2,34.074087,-117.605618,49474,8,12,33.9,0,21.15,306.05,0.0,0,406.8,4,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,0,33.992416,-117.807874,46532,0,7,45.93,48,96.2,639.7,0.0,0,321.51,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
19,0,34.042286,-117.756106,69974,0,9,38.65,26,44.4,348.15,0.0,0,347.85,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
54,2,34.067932,-117.785168,36057,2,58,5.01,23,94.35,5563.65,0.0,0,290.58,4,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
37,2,34.102119,-117.815532,33878,5,2,7.27,0,20.3,40.25,0.0,0,14.54,4,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0,34.089927,-118.095645,38041,5,40,22.2,76,105.75,4228.55,0.0,0,888.0,4,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
43,0,34.101608,-118.055848,32718,0,9,34.34,6,81.15,784.45,0.0,50,309.06000000000006,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62,0,34.141146,-117.655583,23331,0,41,45.22,15,89.55,3729.75,0.0,0,1854.02,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0
27,0,34.105493,-117.660934,48827,0,26,39.84,42,54.75,1406.9,0.0,0,1035.84,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
27,0,34.018354,-117.85492,45118,1,33,15.45,59,53.75,1857.3,0.0,0,509.85,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
56,2,34.066964,-117.937007,44099,9,68,8.88,17,105.75,7322.5,0.0,0,603.84,3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
47,0,34.024405,-117.898722,31622,0,55,27.65,26,64.2,3627.3,0.0,0,1520.75,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0
49,0,34.074736,-118.145959,30635,0,19,43.11,2,87.7,1725.95,0.0,0,819.09,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
42,0,32.827184,-116.703729,16486,0,45,13.82,8,89.3,4192.15,0.0,0,621.9,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
32,1,32.67117,-117.00232,17389,0,70,26.85,0,20.15,1411.2,0.0,0,1879.5,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
60,0,32.636792,-117.054989,74025,10,12,40.34,0,20.05,264.55,0.0,0,484.08,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20,3,32.607964,-117.059459,71126,0,72,0.0,71,67.2,4671.7,0.0,0,0.0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
38,0,32.64164,-116.985026,12884,0,12,13.88,8,94.55,1173.55,0.0,0,166.56,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
54,3,32.622999,-116.687855,727,10,70,39.06,75,114.75,7842.3,0.0,0,2734.2000000000003,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
30,0,32.857946,-116.561917,796,0,31,38.78,59,76.05,2227.8,0.0,0,1202.18,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26,0,32.782501,-117.01611,24005,0,33,16.76,85,90.65,2989.6,0.0,0,553.08,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
62,0,32.830852,-116.444601,81,0,59,28.32,9,68.7,4070.95,0.0,150,1670.88,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
33,0,32.619465,-116.593605,905,0,66,31.93,15,88.9,6000.1,0.0,0,2107.38,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
28,3,32.726627,-116.994608,56100,1,37,35.67,76,58.75,2203.1,0.0,0,1319.79,4,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
47,3,32.587557,-116.636816,91,9,69,26.35,53,86.9,6194.1,0.0,0,1818.15,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
36,0,33.290907,-117.202895,3849,0,10,1.48,25,59.65,638.95,0.0,90,14.8,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
