Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
41,0,33.92350849699576,-118.27867895779791,23527,0,3,18.111651542130616,20,69.93603106473074,218.13705708931866,0.0,0,60.146957491963704,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,0,33.999367489630586,-118.00952987330945,22725,0,1,36.873413495427954,13,72.3019282858412,106.88562453706328,0.0,0,46.77017224607196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54,0,41.77080294023548,-123.9029636030628,1992,1,64,40.33137932730549,28,75.41389155050425,4789.026358487876,0.0,0,2588.6132859192635,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
35,0,37.9041791083051,-120.85558208025991,1381,0,53,47.10571880009149,25,102.95825626221365,5471.117538272474,0.0,0,2529.1490461170547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0
67,0,34.25706430342247,-118.44232612391974,7574,0,15,10.126713401732811,26,72.95794011550325,1148.0327400186545,0.0,0,173.06581850352006,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27,0,39.07597688012055,-121.29437647613756,12370,0,1,18.66440062913102,42,78.07511167115524,81.53646613048878,0.0,0,23.402908589803143,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,33.91960417988309,-118.34340620489728,93728,0,1,20.89652097251658,30,59.227487508977205,72.67951163221355,0.0,0,20.89652097251658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
66,0,33.942800559499354,-117.8346039650225,46329,0,13,31.74856379867775,11,104.05073087483723,1377.2988864276144,0.0,9,425.6181252737754,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
59,0,34.1894676422654,-116.89673162612463,738,0,6,5.045616589708398,4,50.66595392062348,345.2972949400482,0.0,0,35.02756497535485,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,0,37.639266368391134,-121.12794176931698,1397,0,59,48.71367855218571,9,106.26101952848967,6370.047831900513,0.0,0,2903.613533453481,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
40,0,36.596200234432075,-120.0880289116879,16448,0,34,27.496582944790894,25,86.6210529658498,2958.976692276851,0.0,0,916.8022782853982,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
38,0,32.825086,-117.199424,51213,2,1,12.70622826816308,5,47.98664673946587,47.98664673946587,0.0,0,12.70622826816308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61,0,40.34061041400169,-120.91543762341897,294,0,38,34.56067420951605,23,86.71092469123232,3429.081215339741,0.0,40,1328.5449341347723,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
53,0,39.90467655700326,-121.57605030058676,292,0,1,41.30197083655476,13,50.76107848667111,50.76107848667111,0.0,0,41.30197083655476,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,0,36.37060962853333,-119.55070674179755,23065,0,1,38.89719402601198,16,80.1485818351902,105.03158559138419,0.0,0,46.01792176365855,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20,0,33.79705357804297,-118.15509618209674,43493,0,1,8.349397153759694,46,90.29384734153373,90.29384734153373,0.0,0,8.349397153759694,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
23,0,34.365825429689444,-118.36702749561944,59252,0,1,5.178321468294323,28,48.873363598252936,103.40758154521316,0.0,0,9.062531256696222,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,0,33.98554273777732,-118.20442960674028,26198,1,37,3.779812120935407,13,68.20081037776768,2592.665249335803,0.0,0,139.85304847461006,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0,33.85355034105383,-118.00983332707034,42788,0,50,26.553259271139336,24,95.43423855535686,4822.871571325602,0.0,0,1340.883118975493,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
30,0,33.39917717243455,-116.53178360951418,14636,0,3,18.329775776742302,50,64.86177900267612,227.40439859555798,0.0,0,59.850107742640674,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,0,37.56783852878319,-122.18604517178169,10211,0,27,39.96890686486851,24,87.3763748061112,2422.330749415751,0.0,11,1044.835321884575,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,36.409205037485954,-120.97852349707173,46165,0,16,3.3172112931485866,39,55.913921552385396,883.5964009479871,0.0,0,26.537690345188693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
69,0,33.69802120604383,-117.5006284735979,3831,0,17,2.1797759481389,12,50.90132866657167,805.165633794011,0.0,0,19.617983533250083,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
68,0,32.85723,-117.209774,34902,0,29,7.4442442053760915,13,81.72797173492928,2405.5928694256118,0.0,0,187.88276916384893,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,0,34.006643439448226,-118.44220593818281,23551,0,3,11.722518886561037,27,55.13156069934614,166.69779565027048,0.0,0,44.0565055906029,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,0,37.50501868657783,-120.75280982739639,4179,0,50,15.12668705788815,28,102.71615875842858,5214.3460967064675,3.345026192847942,0,737.6127152682174,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
58,0,37.202464637960354,-120.95189767831597,33870,0,5,39.43146554795157,18,89.8523830817824,521.3739467828942,0.0,0,234.80537840064426,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
74,0,39.01026931766334,-121.782562877967,599,0,1,23.744123001698078,29,92.9376637102648,92.9376637102648,0.0,0,23.744123001698078,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
68,0,32.85723,-117.209774,34902,1,34,45.47047541931439,13,76.84142937225045,2574.898445344585,0.0,0,1545.9572509143202,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0,36.453171226734355,-119.93187194499201,5724,0,38,5.213138702702672,69,95.64248309323084,3682.210240501488,0.0,0,196.69398295164785,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
46,0,34.868892436417184,-119.02434078582652,42028,0,1,10.144718944489194,3,22.08253451978311,22.08253451978311,0.0,0,10.144718944489194,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,38.47930547599598,-121.5687899345963,428,0,19,27.502976681848562,4,93.43108281961652,1793.1249892790315,0.0,0,529.0151011733723,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0
54,0,35.64503049177735,-120.13010435155786,379,0,31,26.619494001629597,3,93.89836290397355,3003.47802865259,0.0,0,832.4632451750053,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0
77,0,38.877069346423895,-122.86743269877357,280,0,41,21.929416919472562,16,100.19334617108923,4278.352705162135,7.788464375227359,0,903.3911085496785,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0
56,0,37.38034448351363,-121.78563512577188,52393,0,4,36.90427087101639,19,91.61090996064824,394.314684771041,0.0,1,152.54391918232164,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,0,38.61140694574818,-120.96529826507577,6148,0,1,21.610878980584918,8,40.114708762254196,64.3885093873813,0.0,0,21.610878980584918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59,0,36.9761041644437,-121.98632428799132,880,0,1,29.141448033249677,18,83.75831631559782,124.28966304757354,0.0,0,36.928679062796675,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
63,0,32.957195,-117.202542,28201,0,1,40.167452170029186,17,73.2413521154648,73.2413521154648,0.0,0,40.167452170029186,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,0,33.074001110271695,-117.53526487229983,28560,0,13,16.926276624595754,33,74.73734870395258,1035.7709220819859,0.0,0,233.20042605172046,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57,0,33.801613751167864,-118.01231334906154,31466,0,2,16.67468114351581,13,88.44513871282882,234.56079509911459,0.0,0,48.34018301647344,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62,0,36.52903695351685,-120.79809426884722,14932,0,22,34.75404417537334,24,93.94360314972609,2039.6160995726868,0.0,0,764.5889718582134,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
54,0,34.397610078818715,-117.24453584000028,7876,0,2,43.831333378828205,19,55.94829200788824,116.74537124658276,0.0,0,114.43781667423978,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
63,0,34.862089238041605,-119.10802518347273,26384,0,4,24.22763775137826,25,80.2309179080949,359.0651185335435,0.0,0,126.71553814769922,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
75,0,33.141265,-116.967221,48690,0,1,9.3775235405155,23,77.5423985767196,91.99693957412678,0.0,0,11.886881547922961,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,36.87916809089254,-121.92516017075553,38409,0,32,4.007088105626487,19,41.47012397917704,1073.4723487004803,0.0,27,64.11340969002379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,32.886925,-117.152162,74232,1,9,17.166220199476726,21,82.87176422089597,829.1811767079516,0.0,0,157.0154013487841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,40.62588560879998,-120.62477750229708,101,0,1,10.470615763234655,20,75.50997828150206,75.50997828150206,0.0,0,10.470615763234655,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,0,34.916815332465546,-119.92498267017434,17403,0,6,40.67244520628027,6,87.44205265274014,500.9167550013571,0.0,0,244.03467123768164,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,0,34.12189187752758,-117.73980471683628,34527,0,32,30.435448541623067,22,91.48226915846585,3046.990182524784,0.0,0,1006.6012696018182,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77,0,38.667876223686974,-121.36360619896206,1507,0,2,15.372015542064869,21,83.8808323102527,192.22680509586218,0.0,0,42.11608412484708,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,0,33.149922875611736,-117.13025399137602,46128,0,46,4.013299016369008,46,52.17984207918947,2346.4104944258515,0.0,15,160.53196065476033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64,0,35.34823559010565,-119.33072543584181,15145,0,2,25.825282227878255,8,54.92106852323188,118.54162798819323,0.0,0,59.05306183558904,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36,0,34.4873986464264,-118.90433387241997,22041,0,14,6.8855707872773735,0,27.85014730668131,339.2884905602571,0.0,0,87.20418550569063,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,0,40.35034456871358,-121.74589627611032,502,0,1,11.666207266160868,26,69.72226538186496,69.72226538186496,0.0,0,11.666207266160868,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66,0,38.7479809557341,-121.21876237159498,3574,0,8,31.553042002645448,18,84.50051426442238,724.6001221367497,0.0,0,279.1244406734272,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
75,0,38.000841959725186,-119.71511725334335,701,0,19,40.54811596150974,8,90.36165098651468,1839.769787914882,2.56381861191276,0,791.6637351756561,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
31,0,36.83800901673214,-120.85328505726255,2085,0,7,6.31232214383467,35,85.48944224742283,658.0098464005376,0.0,0,44.1862550068427,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
74,0,37.82133679193804,-122.36958904586491,1458,0,2,41.896530308204454,10,79.40006061185203,205.0429151479641,0.0,0,125.68741697952099,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,0,33.810154578662534,-117.9399100546315,19324,0,8,21.963662217489354,27,80.18907367718161,706.6550497994319,0.0,0,203.10203762503477,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,0,33.76228639162417,-118.20237323154919,38415,0,41,20.198533863818366,22,97.84129465269952,4081.82157929136,0.0,0,840.685216384506,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
33,0,37.29884768789111,-119.97367662559512,1972,0,9,0.0,43,51.706228877605874,473.1826687420349,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
50,2,34.162515,-118.203869,31297,0,25,24.467992051628976,53,63.32417209321817,1176.8037780142215,34.11161551973831,0,350.5919251528395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,38.64706735287812,-121.34845291808345,31337,0,24,44.87536901081048,26,99.32507584864874,2464.95163718932,0.0,5,1093.412222653029,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
69,0,36.292048843381714,-119.17429041928266,12506,0,28,39.5221323015288,9,96.48986981971738,2668.628312687746,0.0,0,1118.1108140483998,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
48,0,38.72027759917274,-120.45418925166409,8576,0,7,45.52819365138413,8,87.04274214694868,761.1125499927563,0.0,0,364.0008613602952,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
51,0,33.853628670638045,-117.86182114234956,58062,0,37,17.356640041196922,14,95.33820500288215,3601.2152189894673,0.0,22,720.9522705913907,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,34.2562029105897,-117.98681709292143,18239,0,42,34.74571106080967,6,102.57177488290782,4283.857951878041,0.0,0,1465.2875451186574,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
76,0,34.065274289424714,-117.99834750283155,19929,2,61,15.398084383560757,25,103.21005753424598,6416.790889518846,0.0,0,972.6325605606221,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
51,0,36.70395910362271,-119.32323568100064,286,0,23,16.34724897612357,2,102.44519488796028,2469.860552888045,0.0,0,382.8909546661952,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
64,0,37.703626427031615,-121.98977731602702,36614,0,32,35.736853805919026,14,81.84280701986147,2701.6553217216338,0.0,0,1164.8131580244226,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,34.12911277654635,-118.14641123782314,31163,0,13,25.939244719730986,62,82.45416044365663,1118.1529585375479,35.20352393194664,21,337.21018135650286,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0,37.78656594788131,-122.00339463718572,35151,0,22,46.91496331554727,16,62.169355171464815,1321.1148993127058,0.0,0,1037.388906933791,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,0,34.17762141797189,-118.37035328811938,98539,0,2,21.231282388267374,69,46.0273741692384,126.60479117625798,0.0,0,21.231282388267374,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30,0,34.67230539671153,-118.23433407632153,46207,0,9,22.81592708376213,22,72.34429664139385,650.9532649288777,0.0,0,159.7114895863349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
30,0,33.507255,-117.029473,46171,0,3,3.3887269816315744,13,30.353780893333884,85.78363469332105,0.0,0,3.3887269816315744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
56,0,36.02450387630122,-120.35658907465367,31407,0,8,31.11420560059232,18,80.73078826147855,598.390627343718,27.522135234384898,0,310.3151052716593,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
28,2,34.59758498910817,-118.48978761490669,26787,0,1,12.272781571553299,48,102.13507006793796,228.07120117738583,41.34781645674357,0,22.74622715731735,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
24,0,38.01970152796398,-122.39143806300191,16459,0,3,40.99786783207188,58,76.49094209814231,309.9449529328042,24.907277841472286,6,164.1710720826212,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,38.0298708839812,-122.06612797023837,36183,0,2,14.019984620303774,0,21.758887168944497,60.46663559102234,0.0,0,39.62590736228105,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,0,37.690541197207274,-120.30969375469543,4281,0,33,40.22325260221366,21,100.44445272617392,3328.4329421003295,30.718264337752423,0,1300.3053591859066,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,0,38.460517,-122.790335,36125,0,3,31.200624860637355,56,74.54735550122568,234.8633013397574,0.0,0,92.991137689939,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
50,0,35.717666659172856,-120.07242366901791,37802,0,7,32.6414345062352,49,87.83483488019999,661.0654228458122,0.0,5,250.20798304294215,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,0,35.95365715600994,-121.1378802862587,364,0,23,40.20547615012002,9,91.61886158700545,2155.3751491471817,14.286153368719752,15,951.3157436035384,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
72,1,33.79556958065533,-117.64656373568415,21345,0,2,19.713167623504386,28,75.73894894602014,197.20113064385782,0.0,7,59.89448808840744,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0,38.43608583087289,-120.81766725116884,393,0,13,18.578415748604996,9,72.17900549604374,864.448822440222,0.0,0,256.79012340945593,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,0,35.48428496357539,-119.28292817472858,15177,0,13,0.1123105607989559,11,46.38708779202763,665.2412975520509,0.0,0,0.2246211215979118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,0,37.071311019258815,-120.67374702801236,30680,0,10,24.101887831352737,27,66.00130167125627,616.7347085375326,28.898397351359677,0,241.01887831352735,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57,0,34.6232215120029,-119.56505035569097,3680,0,1,13.407863129134189,11,56.656656145643154,56.656656145643154,0.0,0,13.407863129134189,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,32.825086,-117.199424,51213,0,1,30.701547376221612,17,76.9680307441457,110.62974251410466,0.0,10,39.532325478806484,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0,38.28225293616317,-122.69372318743672,7950,0,1,35.42757154817702,28,73.06826290169214,73.06826290169214,0.0,0,35.42757154817702,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,34.95491721631757,-119.17083016158526,30623,0,1,23.396358467243587,15,70.84831584460971,70.84831584460971,0.0,7,23.396358467243587,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,33.51216173035688,-117.05973695474093,46173,0,1,29.907485794981937,49,78.6118770988089,78.6118770988089,0.0,0,29.907485794981937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,0,40.14291319697127,-122.66618578978847,591,0,34,40.881908327631464,19,96.99558910337657,3286.822956340974,0.0,23,1400.4257115355979,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
54,0,35.07250938775302,-119.0777238906819,20985,0,15,12.056211839465476,29,57.39511344175772,714.4237078020287,0.0,0,96.44969471572381,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
70,0,33.92183426283942,-117.23127225594756,46209,3,5,44.322822460498315,20,76.65749179729376,353.5180784378647,0.0,0,221.6141123024916,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,0,33.24865440176483,-117.59014587265352,47152,0,4,7.6569993228796385,29,88.61174886719179,421.91348783834025,0.0,0,39.46849434878176,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
43,1,35.72575625752711,-119.11975978961794,8412,0,8,33.750537309272666,21,91.78449677784799,823.3907984234334,0.0,0,287.531598790541,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
59,0,32.787836,-117.232376,46086,0,10,14.431047865951328,13,55.46301274058168,606.5351452232438,0.0,0,158.11510836435173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,0,32.886925,-117.152162,74232,2,9,20.968823329783945,22,90.54815392099799,882.2640877379793,0.0,36,192.72317114887437,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,0,33.74730301232288,-117.84523707609613,55068,0,1,24.440880857998067,26,46.987685286375196,56.720686857765514,0.0,0,28.185040849974982,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,0,40.727786789385505,-122.35948566562435,467,1,38,38.67126533343803,17,87.79209742950904,3295.8457821605652,0.0,0,1451.0121971533813,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26,0,33.44607438425907,-117.49946288812951,48416,0,35,20.69572394918168,37,91.813479793067,3392.1961237712453,0.0,0,755.757818913669,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
28,0,38.256066247972186,-122.44651517590079,36152,0,3,22.33641659383979,38,48.125000768621135,193.04743705184555,0.0,0,83.26741561884374,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,34.11572,-118.192754,64672,0,7,20.782213771964305,21,79.85208197111747,668.3472608766527,0.0,0,168.51108320703958,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
